country,country_code,country_iso,prefix,voice_rate_in_usd,voice_unit_in_seconds
Poland,48,POL,4822664,0.06617,60
Poland,48,POL,4822665,0.06617,60
Poland,48,POL,4822666,0.06617,60
Poland,48,POL,48226670,0.06617,60
Poland,48,POL,48226671,0.06617,60
Poland,48,POL,48226672,0.06617,60
Poland,48,POL,48226673,0.06617,60
Poland,48,POL,48226674,0.06617,60
Poland,48,POL,48226677,0.06617,60
Poland,48,POL,48226678,0.06617,60
Poland,48,POL,48226679,0.06617,60
Poland,48,POL,4822668,0.06617,60
Poland,48,POL,4822669,0.06617,60
Poland,48,POL,48226700,0.06617,60
Poland,48,POL,48226701,0.06617,60
Poland,48,POL,48226702,0.06617,60
Poland,48,POL,48226703,0.06617,60
Poland,48,POL,48226704,0.06617,60
Poland,48,POL,48226706,0.06617,60
Poland,48,POL,48226707,0.06617,60
Poland,48,POL,48226708,0.06617,60
Poland,48,POL,48226709,0.06617,60
Poland,48,POL,4822671,0.06617,60
Poland,48,POL,4822672,0.06617,60
Poland,48,POL,4822673,0.06617,60
Poland,48,POL,4822674,0.06617,60
Poland,48,POL,4822675,0.06617,60
Poland,48,POL,4822676,0.06617,60
Poland,48,POL,4822677,0.06617,60
Poland,48,POL,4822678,0.06617,60
Poland,48,POL,4822679,0.06617,60
Poland,48,POL,482268,0.06617,60
Poland,48,POL,4822690,0.06617,60
Poland,48,POL,4822691,0.06617,60
Poland,48,POL,4822692,0.06617,60
Poland,48,POL,4822693,0.06617,60
Poland,48,POL,4822694,0.06617,60
Poland,48,POL,4822695,0.06617,60
Poland,48,POL,4822696,0.06617,60
Poland,48,POL,4822697,0.06617,60
Poland,48,POL,4822698,0.06617,60
Poland,48,POL,48226990,0.06617,60
Poland,48,POL,48226991,0.06617,60
Poland,48,POL,48226992,0.06617,60
Poland,48,POL,48226993,0.06617,60
Poland,48,POL,48226994,0.06617,60
Poland,48,POL,48226995,0.06617,60
Poland,48,POL,48226996,0.06617,60
Poland,48,POL,48226997,0.06617,60
Poland,48,POL,48226998,0.06617,60
Poland,48,POL,482270,0.03237,60
Poland,48,POL,482271,0.03237,60
Poland,48,POL,482272,0.06617,60
Poland,48,POL,482273,0.06617,60
Poland,48,POL,4822740,0.06617,60
Poland,48,POL,4822741,0.06617,60
Poland,48,POL,4822742,0.06617,60
Poland,48,POL,4822743,0.06617,60
Poland,48,POL,4822744,0.06617,60
Poland,48,POL,4822745,0.06617,60
Poland,48,POL,4822746,0.06617,60
Poland,48,POL,4822747,0.06617,60
Poland,48,POL,4822748,0.06617,60
Poland,48,POL,482275,0.06617,60
Poland,48,POL,4822760,0.06617,60
Poland,48,POL,4822761,0.06617,60
Poland,48,POL,4822762,0.06617,60
Poland,48,POL,4822763,0.06617,60
Poland,48,POL,48227640,0.06617,60
Poland,48,POL,48227641,0.06617,60
Poland,48,POL,48227642,0.06617,60
Poland,48,POL,48227643,0.06617,60
Poland,48,POL,48227644,0.06617,60
Poland,48,POL,48227645,0.06617,60
Poland,48,POL,48227647,0.06617,60
Poland,48,POL,48227648,0.06617,60
Poland,48,POL,48227649,0.06617,60
Poland,48,POL,48227650,0.06617,60
Poland,48,POL,48227651,0.753,60
Poland,48,POL,48227652,0.06617,60
Poland,48,POL,48227653,0.06617,60
Poland,48,POL,48227654,0.06617,60
Poland,48,POL,48227655,0.06617,60
Poland,48,POL,48227657,0.06617,60
Poland,48,POL,48227658,0.06617,60
Poland,48,POL,48227659,0.06617,60
Poland,48,POL,4822766,0.06617,60
Poland,48,POL,4822767,0.06617,60
Poland,48,POL,4822768,0.06617,60
Poland,48,POL,4822769,0.06617,60
Poland,48,POL,4822770,0.06617,60
Poland,48,POL,4822771,0.06617,60
Poland,48,POL,4822772,0.06617,60
Poland,48,POL,4822773,0.06617,60
Poland,48,POL,4822774,0.06617,60
Poland,48,POL,4822775,0.06617,60
Poland,48,POL,4822776,0.06617,60
Poland,48,POL,48227770,0.06617,60
Poland,48,POL,48227771,0.06617,60
Poland,48,POL,48227772,0.06617,60
Poland,48,POL,48227773,0.06617,60
Poland,48,POL,48227775,0.06617,60
Poland,48,POL,48227776,0.06617,60
Poland,48,POL,48227777,0.06617,60
Poland,48,POL,48227778,0.06617,60
Poland,48,POL,48227779,0.06617,60
Poland,48,POL,4822778,0.06617,60
Poland,48,POL,4822779,0.06617,60
Poland,48,POL,482278,0.06617,60
Poland,48,POL,482279,0.06617,60
Poland,48,POL,482280,0.06617,60
Poland,48,POL,4822810,0.06617,60
Poland,48,POL,4822811,0.06617,60
Poland,48,POL,48228120,0.06617,60
Poland,48,POL,48228121,0.06617,60
Poland,48,POL,48228122,0.06617,60
Poland,48,POL,48228123,0.06617,60
Poland,48,POL,48228124,0.06617,60
Poland,48,POL,48228125,0.06617,60
Poland,48,POL,48228126,0.06617,60
Poland,48,POL,48228127,0.06617,60
Poland,48,POL,48228129,0.06617,60
Poland,48,POL,4822813,0.06617,60
Poland,48,POL,4822814,0.06617,60
Poland,48,POL,4822815,0.06617,60
Poland,48,POL,4822816,0.06617,60
Poland,48,POL,4822817,0.06617,60
Poland,48,POL,4822818,0.06617,60
Poland,48,POL,4822819,0.06617,60
Poland,48,POL,48228200,0.06617,60
Poland,48,POL,48228201,0.06617,60
Poland,48,POL,48228202,0.06617,60
Poland,48,POL,48228203,0.06617,60
Poland,48,POL,48228204,0.06617,60
Poland,48,POL,48228205,0.06617,60
Poland,48,POL,48228206,0.06617,60
Poland,48,POL,48228207,0.06617,60
Poland,48,POL,48228209,0.06617,60
Poland,48,POL,4822821,0.06617,60
Poland,48,POL,4822822,0.06617,60
Poland,48,POL,4822823,0.06617,60
Poland,48,POL,4822824,0.06617,60
Poland,48,POL,4822825,0.06617,60
Poland,48,POL,4822826,0.06617,60
Poland,48,POL,4822827,0.06617,60
Poland,48,POL,4822828,0.06617,60
Poland,48,POL,4822829,0.06617,60
Poland,48,POL,482283,0.06617,60
Poland,48,POL,482284,0.06617,60
Poland,48,POL,482285,0.06617,60
Poland,48,POL,482286,0.06617,60
Poland,48,POL,4822870,0.06617,60
Poland,48,POL,48228710,0.06617,60
Poland,48,POL,48228711,0.06617,60
Poland,48,POL,48228712,0.06617,60
Poland,48,POL,48228713,0.06617,60
Poland,48,POL,48228714,0.06617,60
Poland,48,POL,48228715,0.06617,60
Poland,48,POL,48228716,0.06617,60
Poland,48,POL,48228717,0.06617,60
Poland,48,POL,48228718,0.06617,60
Poland,48,POL,4822872,0.06617,60
Poland,48,POL,48228730,0.06617,60
Poland,48,POL,48228731,0.06617,60
Poland,48,POL,48228732,0.06617,60
Poland,48,POL,48228733,0.06617,60
Poland,48,POL,48228734,0.06617,60
Poland,48,POL,48228735,0.06617,60
Poland,48,POL,48228736,0.06617,60
Poland,48,POL,48228737,0.06617,60
Poland,48,POL,48228739,0.06617,60
Poland,48,POL,4822874,0.06617,60
Poland,48,POL,4822875,0.06617,60
Poland,48,POL,4822876,0.06617,60
Poland,48,POL,4822877,0.06617,60
Poland,48,POL,4822878,0.06617,60
Poland,48,POL,4822879,0.06617,60
Poland,48,POL,48228800,0.06617,60
Poland,48,POL,48228801,0.06617,60
Poland,48,POL,48228802,0.06617,60
Poland,48,POL,48228803,0.06617,60
Poland,48,POL,48228804,0.06617,60
Poland,48,POL,48228805,0.06617,60
Poland,48,POL,48228806,0.06617,60
Poland,48,POL,48228807,0.06617,60
Poland,48,POL,48228809,0.06617,60
Poland,48,POL,4822881,0.06617,60
Poland,48,POL,4822882,0.06617,60
Poland,48,POL,4822883,0.06617,60
Poland,48,POL,48228840,0.06617,60
Poland,48,POL,48228841,0.06617,60
Poland,48,POL,48228842,0.06617,60
Poland,48,POL,48228843,0.06617,60
Poland,48,POL,48228844,0.06617,60
Poland,48,POL,48228845,0.06617,60
Poland,48,POL,48228846,0.06617,60
Poland,48,POL,48228847,0.06617,60
Poland,48,POL,48228848,0.06617,60
Poland,48,POL,4822885,0.06617,60
Poland,48,POL,4822886,0.06617,60
Poland,48,POL,4822887,0.06617,60
Poland,48,POL,48228880,0.06617,60
Poland,48,POL,48228881,0.06617,60
Poland,48,POL,48228882,0.06617,60
Poland,48,POL,48228883,0.06617,60
Poland,48,POL,48228885,0.06617,60
Poland,48,POL,48228886,0.06617,60
Poland,48,POL,48228887,0.06617,60
Poland,48,POL,48228888,0.06617,60
Poland,48,POL,48228889,0.06617,60
Poland,48,POL,4822889,0.06617,60
Poland,48,POL,4822890,0.06617,60
Poland,48,POL,4822891,0.06617,60
Poland,48,POL,4822892,0.06617,60
Poland,48,POL,4822893,0.06617,60
Poland,48,POL,4822894,0.06617,60
Poland,48,POL,4822895,0.06617,60
Poland,48,POL,4822896,0.06617,60
Poland,48,POL,4822897,0.06617,60
Poland,48,POL,48228980,0.06617,60
Poland,48,POL,48228981,0.06617,60
Poland,48,POL,48228982,0.06617,60
Poland,48,POL,48228983,0.06617,60
Poland,48,POL,48228984,0.06617,60
Poland,48,POL,48228986,0.06617,60
Poland,48,POL,48228987,0.06617,60
Poland,48,POL,48228988,0.06617,60
Poland,48,POL,48228989,0.06617,60
Poland,48,POL,48228990,0.06617,60
Poland,48,POL,48228991,0.06617,60
Poland,48,POL,48228992,0.06617,60
Poland,48,POL,48228993,0.06617,60
Poland,48,POL,48228994,0.06617,60
Poland,48,POL,48228995,0.06617,60
Poland,48,POL,48228996,0.06617,60
Poland,48,POL,48228997,0.06617,60
Poland,48,POL,48228999,0.06617,60
Poland,48,POL,48229,0.06617,60
Poland,48,POL,4823,0.13975,60
Poland,48,POL,48230,0.13975,60
Poland,48,POL,48231,0.13975,60
Poland,48,POL,48232,0.13975,60
Poland,48,POL,48233001,0.13975,60
Poland,48,POL,48233002,0.13975,60
Poland,48,POL,48233003,0.13975,60
Poland,48,POL,48233004,0.13975,60
Poland,48,POL,48233005,0.13975,60
Poland,48,POL,48233006,0.13975,60
Poland,48,POL,48233007,0.13975,60
Poland,48,POL,48233008,0.13975,60
Poland,48,POL,48233009,0.13975,60
Poland,48,POL,4823301,0.13975,60
Poland,48,POL,4823302,0.13975,60
Poland,48,POL,4823303,0.13975,60
Poland,48,POL,4823304,0.13975,60
Poland,48,POL,4823305,0.13975,60
Poland,48,POL,48233060,0.13975,60
Poland,48,POL,48233064,0.13975,60
Poland,48,POL,48233065,0.13975,60
Poland,48,POL,48233066,0.03237,60
Poland,48,POL,48233067,0.03237,60
Poland,48,POL,48233068,0.13975,60
Poland,48,POL,48233069,0.13975,60
Poland,48,POL,48233070,0.03237,60
Poland,48,POL,48233071,0.13975,60
Poland,48,POL,48233072,0.13975,60
Poland,48,POL,48233073,0.13975,60
Poland,48,POL,48233074,0.13975,60
Poland,48,POL,48233075,0.13975,60
Poland,48,POL,48233076,0.13975,60
Poland,48,POL,48233077,0.13975,60
Poland,48,POL,48233078,0.13975,60
Poland,48,POL,48233079,0.13975,60
Poland,48,POL,4823308,0.13975,60
Poland,48,POL,4823309,0.13975,60
Poland,48,POL,482331,0.13975,60
Poland,48,POL,482332,0.13975,60
Poland,48,POL,4823330,0.13975,60
Poland,48,POL,4823331,0.13975,60
Poland,48,POL,4823332,0.13975,60
Poland,48,POL,4823333,0.03237,60
Poland,48,POL,4823334,0.13975,60
Poland,48,POL,4823335,0.13975,60
Poland,48,POL,4823336,0.13975,60
Poland,48,POL,4823337,0.13975,60
Poland,48,POL,4823338,0.13975,60
Poland,48,POL,4823339,0.13975,60
Poland,48,POL,482334,0.13975,60
Poland,48,POL,482335,0.13975,60
Poland,48,POL,482336,0.13975,60
Poland,48,POL,482337,0.13975,60
Poland,48,POL,482338,0.13975,60
Poland,48,POL,482339,0.13975,60
Poland,48,POL,48234,0.13975,60
Poland,48,POL,48235,0.13975,60
Poland,48,POL,482360,0.13975,60
Poland,48,POL,482361,0.13975,60
Poland,48,POL,482362,0.13975,60
Poland,48,POL,482363,0.13975,60
Poland,48,POL,482364,0.13975,60
Poland,48,POL,4823650,0.13975,60
Poland,48,POL,4823651,0.03237,60
Poland,48,POL,48236520,0.13975,60
Poland,48,POL,48236521,0.13975,60
Poland,48,POL,48236522,0.13975,60
Poland,48,POL,48236523,0.13975,60
Poland,48,POL,48236524,0.13975,60
Poland,48,POL,48236525,0.13975,60
Poland,48,POL,48236526,0.13975,60
Poland,48,POL,48236527,0.13975,60
Poland,48,POL,48236528,0.13975,60
Poland,48,POL,48236529,0.13975,60
Poland,48,POL,4823653,0.13975,60
Poland,48,POL,4823654,0.13975,60
Poland,48,POL,4823655,0.13975,60
Poland,48,POL,4823656,0.13975,60
Poland,48,POL,4823657,0.13975,60
Poland,48,POL,4823658,0.13975,60
Poland,48,POL,4823659,0.13975,60
Poland,48,POL,4823660,0.13975,60
Poland,48,POL,48236610,0.03237,60
Poland,48,POL,48236611,0.13975,60
Poland,48,POL,48236612,0.13975,60
Poland,48,POL,48236613,0.13975,60
Poland,48,POL,48236614,0.13975,60
Poland,48,POL,48236615,0.13975,60
Poland,48,POL,48236616,0.13975,60
Poland,48,POL,48236617,0.13975,60
Poland,48,POL,48236618,0.13975,60
Poland,48,POL,48236619,0.13975,60
Poland,48,POL,4823662,0.13975,60
Poland,48,POL,4823663,0.13975,60
Poland,48,POL,4823664,0.13975,60
Poland,48,POL,4823665,0.13975,60
Poland,48,POL,4823666,0.13975,60
Poland,48,POL,4823667,0.13975,60
Poland,48,POL,4823668,0.13975,60
Poland,48,POL,4823669,0.13975,60
Poland,48,POL,4823671,0.13975,60
Poland,48,POL,4823672,0.13975,60
Poland,48,POL,4823673,0.13975,60
Poland,48,POL,4823674,0.13975,60
Poland,48,POL,4823675,0.13975,60
Poland,48,POL,4823676,0.13975,60
Poland,48,POL,4823677,0.03237,60
Poland,48,POL,4823678,0.13975,60
Poland,48,POL,4823679,0.13975,60
Poland,48,POL,4823680,0.03237,60
Poland,48,POL,4823681,0.03237,60
Poland,48,POL,4823682,0.03237,60
Poland,48,POL,4823683,0.03237,60
Poland,48,POL,48236840,0.13975,60
Poland,48,POL,48236841,0.03237,60
Poland,48,POL,48236842,0.03237,60
Poland,48,POL,48236843,0.03237,60
Poland,48,POL,48236844,0.03237,60
Poland,48,POL,48236845,0.03237,60
Poland,48,POL,48236846,0.03237,60
Poland,48,POL,48236847,0.13975,60
Poland,48,POL,48236848,0.13975,60
Poland,48,POL,48236849,0.13975,60
Poland,48,POL,48236850,0.03237,60
Poland,48,POL,48236851,0.03237,60
Poland,48,POL,48236852,0.03237,60
Poland,48,POL,48236853,0.03237,60
Poland,48,POL,48236854,0.03237,60
Poland,48,POL,48236855,0.13975,60
Poland,48,POL,48236856,0.03237,60
Poland,48,POL,48236857,0.03237,60
Poland,48,POL,48236858,0.03237,60
Poland,48,POL,48236859,0.03237,60
Poland,48,POL,48236860,0.03237,60
Poland,48,POL,48236861,0.03237,60
Poland,48,POL,48236862,0.03237,60
Poland,48,POL,48236863,0.03237,60
Poland,48,POL,48236864,0.03237,60
Poland,48,POL,48236865,0.13975,60
Poland,48,POL,48236866,0.13975,60
Poland,48,POL,48236867,0.13975,60
Poland,48,POL,48236868,0.13975,60
Poland,48,POL,48236869,0.13975,60
Poland,48,POL,4823687,0.03237,60
Poland,48,POL,48236880,0.13975,60
Poland,48,POL,48236881,0.03237,60
Poland,48,POL,48236882,0.03237,60
Poland,48,POL,48236883,0.03237,60
Poland,48,POL,48236885,0.13975,60
Poland,48,POL,48236886,0.13975,60
Poland,48,POL,48236887,0.13975,60
Poland,48,POL,48236888,0.13975,60
Poland,48,POL,48236889,0.13975,60
Poland,48,POL,48236890,0.13975,60
Poland,48,POL,48236891,0.03237,60
Poland,48,POL,48236892,0.03237,60
Poland,48,POL,48236894,0.03237,60
Poland,48,POL,48236895,0.03237,60
Poland,48,POL,48236896,0.03237,60
Poland,48,POL,48236897,0.03237,60
Poland,48,POL,4823690,0.13975,60
Poland,48,POL,4823691,0.13975,60
Poland,48,POL,4823692,0.13975,60
Poland,48,POL,4823693,0.13975,60
Poland,48,POL,4823694,0.13975,60
Poland,48,POL,48236950,0.13975,60
Poland,48,POL,48236951,0.03237,60
Poland,48,POL,48236952,0.03237,60
Poland,48,POL,48236953,0.13975,60
Poland,48,POL,48236954,0.13975,60
Poland,48,POL,48236955,0.13975,60
Poland,48,POL,48236956,0.13975,60
Poland,48,POL,48236957,0.13975,60
Poland,48,POL,48236958,0.13975,60
Poland,48,POL,48236959,0.13975,60
Poland,48,POL,48236960,0.13975,60
Poland,48,POL,48236961,0.13975,60
Poland,48,POL,48236962,0.13975,60
Poland,48,POL,48236963,0.13975,60
Poland,48,POL,48236964,0.03237,60
Poland,48,POL,48236965,0.13975,60
Poland,48,POL,48236966,0.13975,60
Poland,48,POL,48236967,0.13975,60
Poland,48,POL,48236968,0.13975,60
Poland,48,POL,48236969,0.13975,60
Poland,48,POL,4823697,0.13975,60
Poland,48,POL,48236980,0.13975,60
Poland,48,POL,48236981,0.13975,60
Poland,48,POL,48236982,0.13975,60
Poland,48,POL,48236983,0.13975,60
Poland,48,POL,48236984,0.13975,60
Poland,48,POL,48236985,0.13975,60
Poland,48,POL,48236986,0.13975,60
Poland,48,POL,48236987,0.13975,60
Poland,48,POL,48236988,0.13975,60
Poland,48,POL,48236989,0.03237,60
Poland,48,POL,48236990,0.13975,60
Poland,48,POL,48236991,0.03237,60
Poland,48,POL,48236992,0.13975,60
Poland,48,POL,48236993,0.13975,60
Poland,48,POL,48236994,0.13975,60
Poland,48,POL,48236995,0.13975,60
Poland,48,POL,48236996,0.13975,60
Poland,48,POL,48236997,0.13975,60
Poland,48,POL,48236998,0.13975,60
Poland,48,POL,48236999,0.13975,60
Poland,48,POL,48237,0.13975,60
Poland,48,POL,482380,0.13975,60
Poland,48,POL,482381,0.13975,60
Poland,48,POL,482382,0.13975,60
Poland,48,POL,4823830,0.13975,60
Poland,48,POL,4823831,0.13975,60
Poland,48,POL,4823832,0.13975,60
Poland,48,POL,4823833,0.13975,60
Poland,48,POL,4823834,0.13975,60
Poland,48,POL,48238350,0.13975,60
Poland,48,POL,48238351,0.13975,60
Poland,48,POL,48238352,0.13975,60
Poland,48,POL,48238353,0.03237,60
Poland,48,POL,48238354,0.13975,60
Poland,48,POL,48238355,0.13975,60
Poland,48,POL,48238356,0.13975,60
Poland,48,POL,48238357,0.13975,60
Poland,48,POL,48238358,0.13975,60
Poland,48,POL,48238359,0.13975,60
Poland,48,POL,4823836,0.13975,60
Poland,48,POL,4823837,0.13975,60
Poland,48,POL,4823838,0.13975,60
Poland,48,POL,4823839,0.13975,60
Poland,48,POL,482384,0.13975,60
Poland,48,POL,482385,0.13975,60
Poland,48,POL,482386,0.13975,60
Poland,48,POL,482387,0.13975,60
Poland,48,POL,4823880,0.13975,60
Poland,48,POL,4823881,0.13975,60
Poland,48,POL,4823882,0.13975,60
Poland,48,POL,4823883,0.13975,60
Poland,48,POL,4823884,0.13975,60
Poland,48,POL,4823885,0.13975,60
Poland,48,POL,4823886,0.13975,60
Poland,48,POL,4823887,0.13975,60
Poland,48,POL,48238880,0.13975,60
Poland,48,POL,48238881,0.03237,60
Poland,48,POL,48238882,0.13975,60
Poland,48,POL,48238883,0.13975,60
Poland,48,POL,48238884,0.13975,60
Poland,48,POL,48238885,0.13975,60
Poland,48,POL,48238886,0.13975,60
Poland,48,POL,48238887,0.13975,60
Poland,48,POL,48238888,0.03237,60
Poland,48,POL,48238889,0.13975,60
Poland,48,POL,4823889,0.13975,60
Poland,48,POL,482389,0.13975,60
Poland,48,POL,48239,0.13975,60
Poland,48,POL,4824,0.13975,60
Poland,48,POL,48240,0.13975,60
Poland,48,POL,48241,0.13975,60
Poland,48,POL,48242002,0.13975,60
Poland,48,POL,48242003,0.13975,60
Poland,48,POL,48242004,0.13975,60
Poland,48,POL,48242005,0.13975,60
Poland,48,POL,48242006,0.13975,60
Poland,48,POL,48242007,0.13975,60
Poland,48,POL,48242008,0.13975,60
Poland,48,POL,48242009,0.13975,60
Poland,48,POL,4824201,0.13975,60
Poland,48,POL,4824202,0.13975,60
Poland,48,POL,4824203,0.13975,60
Poland,48,POL,4824204,0.13975,60
Poland,48,POL,4824205,0.13975,60
Poland,48,POL,4824206,0.13975,60
Poland,48,POL,4824207,0.13975,60
Poland,48,POL,4824208,0.13975,60
Poland,48,POL,4824209,0.13975,60
Poland,48,POL,4824210,0.13975,60
Poland,48,POL,48242110,0.03237,60
Poland,48,POL,48242114,0.13975,60
Poland,48,POL,48242115,0.13975,60
Poland,48,POL,48242116,0.13975,60
Poland,48,POL,48242117,0.13975,60
Poland,48,POL,48242118,0.13975,60
Poland,48,POL,48242119,0.13975,60
Poland,48,POL,4824212,0.13975,60
Poland,48,POL,4824213,0.13975,60
Poland,48,POL,4824214,0.13975,60
Poland,48,POL,4824215,0.13975,60
Poland,48,POL,4824216,0.13975,60
Poland,48,POL,4824217,0.13975,60
Poland,48,POL,4824218,0.13975,60
Poland,48,POL,4824219,0.13975,60
Poland,48,POL,4824220,0.13975,60
Poland,48,POL,4824221,0.13975,60
Poland,48,POL,4824222,0.03237,60
Poland,48,POL,4824223,0.13975,60
Poland,48,POL,4824224,0.13975,60
Poland,48,POL,4824225,0.13975,60
Poland,48,POL,4824226,0.13975,60
Poland,48,POL,4824227,0.13975,60
Poland,48,POL,4824228,0.13975,60
Poland,48,POL,4824229,0.13975,60
Poland,48,POL,4824230,0.13975,60
Poland,48,POL,48242310,0.03237,60
Poland,48,POL,48242311,0.13975,60
Poland,48,POL,48242312,0.13975,60
Poland,48,POL,48242313,0.13975,60
Poland,48,POL,48242314,0.13975,60
Poland,48,POL,48242315,0.13975,60
Poland,48,POL,48242316,0.13975,60
Poland,48,POL,48242317,0.13975,60
Poland,48,POL,48242318,0.13975,60
Poland,48,POL,48242319,0.03237,60
Poland,48,POL,4824232,0.13975,60
Poland,48,POL,4824233,0.13975,60
Poland,48,POL,4824234,0.13975,60
Poland,48,POL,4824235,0.13975,60
Poland,48,POL,4824236,0.13975,60
Poland,48,POL,48242360,0.13975,60
Poland,48,POL,48242361,0.13975,60
Poland,48,POL,48242362,0.13975,60
Poland,48,POL,48242364,0.13975,60
Poland,48,POL,48242365,0.13975,60
Poland,48,POL,4824237,0.13975,60
Poland,48,POL,4824238,0.13975,60
Poland,48,POL,4824239,0.13975,60
Poland,48,POL,4824240,0.13975,60
Poland,48,POL,4824241,0.13975,60
Poland,48,POL,48242420,0.13975,60
Poland,48,POL,48242421,0.13975,60
Poland,48,POL,48242422,0.13975,60
Poland,48,POL,48242423,0.13975,60
Poland,48,POL,48242425,0.13975,60
Poland,48,POL,48242426,0.13975,60
Poland,48,POL,48242427,0.13975,60
Poland,48,POL,48242428,0.13975,60
Poland,48,POL,48242429,0.13975,60
Poland,48,POL,4824243,0.13975,60
Poland,48,POL,4824244,0.13975,60
Poland,48,POL,4824245,0.13975,60
Poland,48,POL,4824246,0.13975,60
Poland,48,POL,4824247,0.13975,60
Poland,48,POL,4824248,0.13975,60
Poland,48,POL,4824249,0.13975,60
Poland,48,POL,4824250,0.13975,60
Poland,48,POL,4824251,0.13975,60
Poland,48,POL,48242520,0.13975,60
Poland,48,POL,48242521,0.13975,60
Poland,48,POL,48242522,0.13975,60
Poland,48,POL,48242523,0.13975,60
Poland,48,POL,48242524,0.13975,60
Poland,48,POL,48242525,0.13975,60
Poland,48,POL,48242526,0.13975,60
Poland,48,POL,48242527,0.13975,60
Poland,48,POL,48242528,0.13975,60
Poland,48,POL,48242529,0.03237,60
Poland,48,POL,4824253,0.13975,60
Poland,48,POL,4824254,0.13975,60
Poland,48,POL,4824255,0.13975,60
Poland,48,POL,4824256,0.13975,60
Poland,48,POL,4824257,0.13975,60
Poland,48,POL,4824258,0.13975,60
Poland,48,POL,4824259,0.13975,60
Poland,48,POL,482426,0.13975,60
Poland,48,POL,4824271,0.13975,60
Poland,48,POL,4824272,0.13975,60
Poland,48,POL,4824273,0.13975,60
Poland,48,POL,48242740,0.03237,60
Poland,48,POL,48242741,0.13975,60
Poland,48,POL,48242742,0.13975,60
Poland,48,POL,48242743,0.13975,60
Poland,48,POL,48242744,0.13975,60
Poland,48,POL,48242745,0.13975,60
Poland,48,POL,48242746,0.13975,60
Poland,48,POL,48242747,0.13975,60
Poland,48,POL,48242748,0.13975,60
Poland,48,POL,48242749,0.13975,60
Poland,48,POL,4824275,0.13975,60
Poland,48,POL,4824276,0.13975,60
Poland,48,POL,4824277,0.13975,60
Poland,48,POL,48242780,0.03237,60
Poland,48,POL,48242781,0.13975,60
Poland,48,POL,48242782,0.13975,60
Poland,48,POL,48242783,0.13975,60
Poland,48,POL,48242784,0.13975,60
Poland,48,POL,48242785,0.13975,60
Poland,48,POL,48242786,0.13975,60
Poland,48,POL,48242787,0.13975,60
Poland,48,POL,48242788,0.13975,60
Poland,48,POL,48242789,0.13975,60
Poland,48,POL,4824279,0.13975,60
Poland,48,POL,4824280,0.13975,60
Poland,48,POL,4824281,0.13975,60
Poland,48,POL,4824282,0.13975,60
Poland,48,POL,4824283,0.13975,60
Poland,48,POL,4824284,0.13975,60
Poland,48,POL,48242850,0.13975,60
Poland,48,POL,48242851,0.13975,60
Poland,48,POL,48242852,0.13975,60
Poland,48,POL,48242853,0.13975,60
Poland,48,POL,48242854,0.13975,60
Poland,48,POL,48242855,0.13975,60
Poland,48,POL,48242857,0.13975,60
Poland,48,POL,48242858,0.13975,60
Poland,48,POL,48242859,0.13975,60
Poland,48,POL,4824286,0.03237,60
Poland,48,POL,48242870,0.03237,60
Poland,48,POL,48242871,0.13975,60
Poland,48,POL,48242872,0.13975,60
Poland,48,POL,48242873,0.13975,60
Poland,48,POL,48242874,0.13975,60
Poland,48,POL,48242875,0.13975,60
Poland,48,POL,48242876,0.13975,60
Poland,48,POL,48242877,0.13975,60
Poland,48,POL,48242878,0.13975,60
Poland,48,POL,48242879,0.13975,60
Poland,48,POL,48242880,0.03237,60
Poland,48,POL,48242881,0.13975,60
Poland,48,POL,48242882,0.13975,60
Poland,48,POL,48242883,0.13975,60
Poland,48,POL,48242884,0.13975,60
Poland,48,POL,48242885,0.13975,60
Poland,48,POL,48242886,0.13975,60
Poland,48,POL,48242887,0.13975,60
Poland,48,POL,48242889,0.13975,60
Poland,48,POL,4824289,0.13975,60
Poland,48,POL,482429,0.13975,60
Poland,48,POL,4824300,0.13975,60
Poland,48,POL,4824301,0.13975,60
Poland,48,POL,4824302,0.13975,60
Poland,48,POL,4824303,0.13975,60
Poland,48,POL,4824304,0.13975,60
Poland,48,POL,4824305,0.13975,60
Poland,48,POL,4824306,0.13975,60
Poland,48,POL,48243070,0.03237,60
Poland,48,POL,48243071,0.13975,60
Poland,48,POL,48243072,0.13975,60
Poland,48,POL,48243073,0.13975,60
Poland,48,POL,48243074,0.13975,60
Poland,48,POL,48243075,0.13975,60
Poland,48,POL,48243076,0.13975,60
Poland,48,POL,48243077,0.13975,60
Poland,48,POL,48243078,0.13975,60
Poland,48,POL,48243079,0.13975,60
Poland,48,POL,4824308,0.13975,60
Poland,48,POL,4824309,0.13975,60
Poland,48,POL,482431,0.13975,60
Poland,48,POL,482432,0.13975,60
Poland,48,POL,4824330,0.13975,60
Poland,48,POL,4824331,0.13975,60
Poland,48,POL,4824332,0.13975,60
Poland,48,POL,4824333,0.13975,60
Poland,48,POL,4824334,0.13975,60
Poland,48,POL,4824335,0.13975,60
Poland,48,POL,4824336,0.13975,60
Poland,48,POL,48243372,0.13975,60
Poland,48,POL,48243373,0.13975,60
Poland,48,POL,48243374,0.13975,60
Poland,48,POL,48243375,0.13975,60
Poland,48,POL,48243376,0.03237,60
Poland,48,POL,48243377,0.13975,60
Poland,48,POL,48243378,0.13975,60
Poland,48,POL,4824338,0.13975,60
Poland,48,POL,4824339,0.13975,60
